id,datenstand,resolution
2633_1109,"2020","25"
2633_1110,"2020","25"
2633_1111,"2020","25"
2633_1112,"2020","25"
2633_1113,"2020","25"
2633_1114,"2020","25"
2633_1115,"2020","25"
2633_1116,"2020","25"
2633_1117,"2020","25"
2633_1131,"2020","25"
2633_1132,"2020","25"
2633_1133,"2020","25"
2633_1134,"2020","25"
2633_1135,"2020","25"
2633_1136,"2020","25"
2633_1137,"2020","25"
2633_1138,"2020","25"
2633_1139,"2020","25"
2633_1140,"2020","25"
2633_1141,"2020","25"
2633_1142,"2020","25"
2633_1143,"2020","25"
2633_1144,"2020","25"
2633_1145,"2020","25"
2633_1146,"2020","25"
2633_1147,"2021","25"
2633_1148,"2021","25"
2633_1149,"2021","25"
2633_1150,"2021","25"
2633_1151,"2021","25"
2633_1152,"2021","25"
2633_1153,"2021","25"
2633_1154,"2021","25"
2633_1155,"2021","25"
2633_1156,"2021","25"
2633_1157,"2021","25"
2633_1158,"2021","25"
2633_1159,"2021","25"
2633_1160,"2021","25"
2633_1162,"2021","25"
2633_1163,"2021","25"
2634_1086,"2020","25"
2634_1088,"2020","25"
2634_1089,"2020","25"
2634_1090,"2020","25"
2634_1091,"2020","25"
2634_1092,"2020","25"
2634_1093,"2020","25"
2634_1094,"2020","25"
2634_1095,"2020","25"
2634_1096,"2020","25"
2634_1097,"2020","25"
2634_1098,"2020","25"
2634_1099,"2020","25"
2634_1100,"2020","25"
2634_1101,"2020","25"
2634_1102,"2020","25"
2634_1103,"2020","25"
2634_1104,"2020","25"
2634_1105,"2020","25"
2634_1106,"2020","25"
2634_1107,"2020","25"
2634_1108,"2020","25"
2634_1109,"2020","25"
2634_1110,"2020","25"
2634_1111,"2020","25"
2634_1112,"2020","25"
2634_1113,"2020","25"
2634_1114,"2020","25"
2634_1115,"2020","25"
2634_1116,"2020","25"
2634_1117,"2020","25"
2634_1131,"2020","25"
2634_1132,"2020","25"
2634_1133,"2020","25"
2634_1134,"2020","25"
2634_1135,"2020","25"
2634_1136,"2020","25"
2634_1137,"2020","25"
2634_1138,"2020","25"
2634_1139,"2020","25"
2634_1140,"2020","25"
2634_1141,"2020","25"
2634_1142,"2020","25"
2634_1143,"2020","25"
2634_1144,"2020","25"
2634_1145,"2020","25"
2634_1146,"2020","25"
2634_1147,"2020","25"
2634_1148,"2021","25"
2634_1149,"2021","25"
2634_1150,"2021","25"
2634_1152,"2021","25"
2634_1153,"2021","25"
2634_1157,"2021","25"
2634_1158,"2021","25"
2635_1091,"2020","25"
2635_1092,"2020","25"
2635_1093,"2020","25"
2635_1094,"2020","25"
2635_1095,"2020","25"
2635_1096,"2020","25"
2635_1097,"2020","25"
2635_1098,"2020","25"
2635_1099,"2020","25"
2635_1100,"2020","25"
2635_1101,"2020","25"
2635_1102,"2020","25"
2635_1103,"2020","25"
2635_1104,"2020","25"
2635_1105,"2020","25"
2635_1106,"2020","25"
2635_1107,"2020","25"
2635_1108,"2020","25"
2635_1109,"2020","25"
2635_1110,"2020","25"
2635_1111,"2020","25"
2635_1112,"2020","25"
2635_1113,"2020","25"
2635_1114,"2020","25"
2635_1119,"2020","25"
2635_1130,"2020","10"
2635_1131,"2020","25"
2635_1132,"2020","25"
2635_1133,"2020","25"
2635_1134,"2020","25"
2635_1135,"2020","25"
2635_1136,"2020","25"
2635_1137,"2020","25"
2635_1138,"2020","25"
2635_1139,"2020","25"
2635_1140,"2020","25"
2635_1141,"2020","25"
2635_1142,"2020","25"
2635_1143,"2020","25"
2635_1144,"2020","25"
2635_1145,"2020","25"
2635_1146,"2020","25"
2635_1147,"2020","25"
2635_1148,"2021","25"
2635_1149,"2021","25"
2635_1150,"2021","25"
2635_1166,"2021","10"
2635_1167,"2021","10"
2636_1093,"2020","25"
2636_1094,"2020","25"
2636_1095,"2020","25"
2636_1096,"2020","25"
2636_1097,"2020","25"
2636_1098,"2020","25"
2636_1099,"2020","25"
2636_1100,"2020","25"
2636_1101,"2020","25"
2636_1102,"2020","25"
2636_1103,"2020","25"
2636_1104,"2020","25"
2636_1105,"2020","25"
2636_1106,"2020","25"
2636_1107,"2020","25"
2636_1108,"2020","25"
2636_1109,"2020","25"
2636_1110,"2020","25"
2636_1111,"2020","25"
2636_1112,"2020","25"
2636_1113,"2020","25"
2636_1115,"2020","25"
2636_1116,"2020","25"
2636_1117,"2020","25"
2636_1118,"2020","25"
2636_1119,"2020","25"
2636_1120,"2020","25"
2636_1130,"2020","10"
2636_1131,"2020","25"
2636_1132,"2020","25"
2636_1133,"2020","25"
2636_1134,"2020","25"
2636_1135,"2020","25"
2636_1136,"2020","25"
2636_1137,"2020","25"
2636_1138,"2020","25"
2636_1139,"2020","25"
2636_1140,"2020","25"
2636_1141,"2020","25"
2636_1142,"2020","25"
2636_1143,"2020","25"
2636_1144,"2020","25"
2636_1145,"2020","25"
2636_1146,"2020","25"
2636_1147,"2020","25"
2636_1148,"2020","25"
2636_1149,"2021","25"
2636_1150,"2021","25"
2636_1151,"2021","25"
2636_1152,"2021","25"
2636_1153,"2021","25"
2636_1154,"2021","25"
2636_1155,"2021","25"
2636_1156,"2021","25"
2636_1166,"2021","10"
2636_1167,"2021","10"
2636_1176,"2021","10"
2637_1093,"2020","25"
2637_1094,"2020","25"
2637_1095,"2020","25"
2637_1096,"2020","25"
2637_1097,"2020","25"
2637_1098,"2020","25"
2637_1099,"2020","25"
2637_1100,"2020","25"
2637_1101,"2020","25"
2637_1102,"2020","25"
2637_1103,"2020","25"
2637_1104,"2020","25"
2637_1105,"2020","25"
2637_1106,"2020","25"
2637_1107,"2020","25"
2637_1108,"2020","25"
2637_1109,"2020","25"
2637_1110,"2020","25"
2637_1111,"2020","25"
2637_1112,"2020","25"
2637_1113,"2020","25"
2637_1114,"2020","25"
2637_1115,"2020","25"
2637_1116,"2020","25"
2637_1117,"2020","25"
2637_1118,"2020","25"
2637_1119,"2020","25"
2637_1120,"2020","25"
2637_1121,"2020","25"
2637_1122,"2020","25"
2637_1123,"2020","25"
2637_1124,"2020","25"
2637_1125,"2020","25"
2637_1130,"2020","10"
2637_1131,"2020","25"
2637_1132,"2020","25"
2637_1133,"2020","25"
2637_1134,"2020","25"
2637_1135,"2020","25"
2637_1136,"2020","25"
2637_1137,"2020","25"
2637_1138,"2020","25"
2637_1139,"2020","25"
2637_1140,"2020","25"
2637_1141,"2020","25"
2637_1142,"2020","25"
2637_1143,"2020","25"
2637_1144,"2020","25"
2637_1145,"2020","25"
2637_1146,"2020","25"
2637_1147,"2020","25"
2637_1148,"2020","25"
2637_1149,"2021","25"
2637_1150,"2021","25"
2637_1151,"2021","25"
2637_1152,"2021","25"
2637_1153,"2021","25"
2637_1154,"2021","25"
2637_1155,"2021","25"
2637_1156,"2021","25"
2637_1162,"2021","25"
2637_1163,"2021","25"
2637_1167,"2021","10"
2637_1168,"2021","10"
2637_1176,"2021","10"
2637_1177,"2021","10"
2638_1093,"2020","25"
2638_1094,"2020","25"
2638_1095,"2020","25"
2638_1096,"2020","25"
2638_1097,"2020","25"
2638_1098,"2020","25"
2638_1099,"2020","25"
2638_1100,"2020","25"
2638_1101,"2020","25"
2638_1102,"2020","25"
2638_1103,"2020","25"
2638_1104,"2020","25"
2638_1105,"2020","25"
2638_1110,"2020","25"
2638_1111,"2020","25"
2638_1112,"2020","25"
2638_1113,"2020","25"
2638_1114,"2020","25"
2638_1115,"2020","25"
2638_1116,"2020","25"
2638_1117,"2020","25"
2638_1118,"2020","25"
2638_1119,"2020","25"
2638_1120,"2020","25"
2638_1121,"2020","25"
2638_1122,"2020","25"
2638_1123,"2020","25"
2638_1124,"2020","25"
2638_1125,"2020","25"
2638_1130,"2020","10"
2638_1131,"2020","25"
2638_1132,"2020","25"
2638_1133,"2020","25"
2638_1134,"2020","25"
2638_1135,"2020","25"
2638_1136,"2020","25"
2638_1137,"2020","25"
2638_1138,"2020","25"
2638_1139,"2020","25"
2638_1140,"2020","25"
2638_1141,"2020","25"
2638_1142,"2020","25"
2638_1143,"2020","25"
2638_1144,"2020","25"
2638_1145,"2020","25"
2638_1146,"2020","25"
2638_1147,"2020","25"
2638_1148,"2020","25"
2638_1149,"2020","25"
2638_1150,"2020","25"
2638_1151,"2021","25"
2638_1152,"2021","25"
2638_1153,"2021","25"
2638_1154,"2021","25"
2638_1155,"2021","25"
2638_1156,"2021","25"
2638_1158,"2021","25"
2638_1159,"2021","25"
2638_1160,"2021","25"
2638_1161,"2021","25"
2638_1162,"2021","25"
2638_1163,"2021","25"
2638_1168,"2021","10"
2638_1169,"2021","10"
2639_1094,"2020","25"
2639_1095,"2020","25"
2639_1096,"2020","25"
2639_1097,"2020","25"
2639_1098,"2020","25"
2639_1099,"2020","25"
2639_1100,"2020","25"
2639_1101,"2020","25"
2639_1102,"2020","25"
2639_1103,"2020","25"
2639_1104,"2020","25"
2639_1105,"2020","25"
2639_1106,"2020","25"
2639_1107,"2020","25"
2639_1108,"2020","25"
2639_1109,"2020","25"
2639_1110,"2020","25"
2639_1111,"2020","25"
2639_1112,"2020","25"
2639_1113,"2020","25"
2639_1114,"2020","25"
2639_1115,"2020","25"
2639_1116,"2020","25"
2639_1117,"2020","25"
2639_1118,"2020","25"
2639_1119,"2020","25"
2639_1120,"2020","25"
2639_1121,"2020","25"
2639_1122,"2020","25"
2639_1123,"2020","25"
2639_1124,"2020","25"
2639_1131,"2020","25"
2639_1132,"2020","25"
2639_1133,"2020","25"
2639_1134,"2020","25"
2639_1135,"2020","25"
2639_1136,"2020","25"
2639_1137,"2020","25"
2639_1138,"2020","25"
2639_1139,"2020","25"
2639_1140,"2020","25"
2639_1141,"2020","25"
2639_1142,"2020","25"
2639_1143,"2020","25"
2639_1144,"2020","25"
2639_1145,"2020","25"
2639_1146,"2020","25"
2639_1147,"2020","25"
2639_1148,"2020","25"
2639_1149,"2020","25"
2639_1150,"2020","25"
2639_1151,"2021","25"
2639_1152,"2021","25"
2639_1153,"2021","25"
2639_1154,"2021","25"
2639_1155,"2021","25"
2639_1156,"2021","25"
2639_1157,"2021","25"
2639_1158,"2021","25"
2639_1159,"2021","25"
2639_1160,"2021","25"
2639_1161,"2021","25"
2639_1162,"2021","25"
2639_1163,"2021","25"
2639_1167,"2021","10"
2639_1168,"2021","10"
2639_1169,"2021","10"
2639_1170,"2021","10"
2640_1093,"2020","25"
2640_1094,"2020","25"
2640_1095,"2020","25"
2640_1096,"2020","25"
2640_1097,"2020","25"
2640_1098,"2020","25"
2640_1099,"2020","25"
2640_1100,"2020","25"
2640_1101,"2020","25"
2640_1102,"2020","25"
2640_1103,"2020","25"
2640_1104,"2020","25"
2640_1105,"2020","25"
2640_1106,"2020","25"
2640_1107,"2020","25"
2640_1108,"2020","25"
2640_1109,"2020","25"
2640_1110,"2020","25"
2640_1111,"2020","25"
2640_1112,"2020","25"
2640_1113,"2020","25"
2640_1114,"2020","25"
2640_1115,"2020","25"
2640_1116,"2020","25"
2640_1117,"2020","25"
2640_1118,"2020","25"
2640_1119,"2020","25"
2640_1120,"2020","25"
2640_1121,"2020","25"
2640_1122,"2020","25"
2640_1123,"2020","25"
2640_1124,"2020","25"
2640_1125,"2020","25"
2640_1131,"2020","10"
2640_1132,"2020","25"
2640_1133,"2020","25"
2640_1134,"2020","25"
2640_1135,"2020","25"
2640_1136,"2020","25"
2640_1137,"2020","25"
2640_1138,"2020","25"
2640_1139,"2020","25"
2640_1140,"2020","25"
2640_1141,"2020","25"
2640_1142,"2020","25"
2640_1143,"2020","25"
2640_1144,"2020","25"
2640_1145,"2020","25"
2640_1146,"2020","25"
2640_1147,"2020","25"
2640_1148,"2020","25"
2640_1149,"2020","25"
2640_1150,"2020","25"
2640_1151,"2021","25"
2640_1152,"2021","25"
2640_1153,"2021","25"
2640_1154,"2021","25"
2640_1155,"2021","25"
2640_1156,"2021","25"
2640_1157,"2021","25"
2640_1158,"2021","25"
2640_1159,"2021","25"
2640_1160,"2021","25"
2640_1161,"2021","25"
2640_1162,"2021","25"
2640_1167,"2021","25"
2640_1168,"2021","25"
2640_1169,"2021","10"
2640_1170,"2021","10"
2640_1179,"2021","10"
2641_1094,"2020","25"
2641_1095,"2020","25"
2641_1096,"2020","25"
2641_1097,"2020","25"
2641_1098,"2020","25"
2641_1099,"2020","25"
2641_1100,"2020","25"
2641_1101,"2020","25"
2641_1102,"2020","25"
2641_1103,"2020","25"
2641_1104,"2020","25"
2641_1105,"2020","25"
2641_1106,"2020","25"
2641_1107,"2020","25"
2641_1108,"2020","25"
2641_1109,"2020","25"
2641_1110,"2020","25"
2641_1111,"2020","25"
2641_1112,"2020","25"
2641_1113,"2020","25"
2641_1114,"2020","25"
2641_1115,"2020","25"
2641_1116,"2020","25"
2641_1117,"2020","25"
2641_1118,"2020","25"
2641_1119,"2020","25"
2641_1120,"2020","25"
2641_1121,"2020","25"
2641_1122,"2020","25"
2641_1123,"2020","25"
2641_1124,"2020","25"
2641_1125,"2020","25"
2641_1126,"2020","10"
2641_1135,"2020","25"
2641_1136,"2020","25"
2641_1137,"2020","25"
2641_1138,"2020","25"
2641_1139,"2020","25"
2641_1140,"2020","25"
2641_1141,"2020","25"
2641_1142,"2020","25"
2641_1143,"2020","25"
2641_1144,"2020","25"
2641_1145,"2020","25"
2641_1146,"2020","25"
2641_1147,"2020","25"
2641_1148,"2020","25"
2641_1149,"2020","25"
2641_1150,"2020","25"
2641_1151,"2020","25"
2641_1152,"2020","25"
2641_1153,"2020","25"
2641_1154,"2020","25"
2641_1155,"2021","25"
2641_1156,"2021","25"
2641_1157,"2021","25"
2641_1158,"2021","25"
2641_1159,"2021","25"
2641_1166,"2021","25"
2641_1167,"2021","25"
2641_1168,"2021","25"
2641_1169,"2021","25"
2641_1170,"2021","10"
2641_1171,"2021","10"
2641_1172,"2021","10"
2641_1180,"2021","10"
2642_1093,"2020","25"
2642_1094,"2020","25"
2642_1095,"2020","25"
2642_1096,"2020","25"
2642_1097,"2020","25"
2642_1098,"2020","25"
2642_1099,"2020","25"
2642_1100,"2020","25"
2642_1101,"2020","25"
2642_1102,"2020","25"
2642_1103,"2020","25"
2642_1104,"2020","25"
2642_1105,"2020","25"
2642_1106,"2020","25"
2642_1107,"2020","25"
2642_1108,"2020","25"
2642_1109,"2020","25"
2642_1110,"2020","25"
2642_1111,"2020","25"
2642_1112,"2020","25"
2642_1113,"2020","25"
2642_1114,"2020","25"
2642_1115,"2020","25"
2642_1116,"2020","25"
2642_1117,"2020","25"
2642_1118,"2020","25"
2642_1119,"2020","25"
2642_1120,"2020","25"
2642_1121,"2020","25"
2642_1122,"2020","25"
2642_1123,"2020","25"
2642_1124,"2020","25"
2642_1125,"2020","25"
2642_1126,"2020","10"
2642_1136,"2020","25"
2642_1137,"2020","25"
2642_1138,"2020","25"
2642_1139,"2020","25"
2642_1140,"2020","25"
2642_1141,"2020","25"
2642_1142,"2020","25"
2642_1143,"2020","25"
2642_1144,"2020","25"
2642_1145,"2020","25"
2642_1146,"2020","25"
2642_1147,"2020","25"
2642_1148,"2020","25"
2642_1149,"2020","25"
2642_1150,"2020","25"
2642_1151,"2020","25"
2642_1152,"2020","25"
2642_1153,"2020","25"
2642_1154,"2020","25"
2642_1155,"2020","25"
2642_1156,"2021","25"
2642_1157,"2021","25"
2642_1158,"2021","25"
2642_1159,"2021","25"
2642_1167,"2021","25"
2642_1168,"2021","25"
2642_1169,"2022","25"
2642_1170,"2021","10"
2642_1171,"2021","10"
2642_1172,"2021","10"
2642_1180,"2021","10"
2642_1181,"2021","10"
2643_1094,"2020","25"
2643_1095,"2020","25"
2643_1096,"2020","25"
2643_1097,"2020","25"
2643_1098,"2020","25"
2643_1099,"2020","25"
2643_1100,"2020","25"
2643_1101,"2020","25"
2643_1102,"2020","25"
2643_1103,"2020","25"
2643_1104,"2020","25"
2643_1105,"2020","25"
2643_1106,"2020","25"
2643_1107,"2020","25"
2643_1108,"2020","25"
2643_1109,"2020","25"
2643_1110,"2020","25"
2643_1111,"2020","25"
2643_1112,"2020","25"
2643_1113,"2020","25"
2643_1114,"2020","25"
2643_1115,"2020","25"
2643_1116,"2020","25"
2643_1117,"2020","25"
2643_1118,"2020","25"
2643_1119,"2020","25"
2643_1120,"2020","25"
2643_1121,"2020","25"
2643_1122,"2020","25"
2643_1123,"2020","25"
2643_1124,"2020","25"
2643_1125,"2020","25"
2643_1126,"2020","10"
2643_1134,"2020","25"
2643_1138,"2020","25"
2643_1139,"2020","25"
2643_1140,"2020","25"
2643_1141,"2020","25"
2643_1142,"2020","25"
2643_1143,"2020","25"
2643_1144,"2020","25"
2643_1145,"2020","25"
2643_1146,"2020","25"
2643_1147,"2020","25"
2643_1148,"2020","25"
2643_1149,"2020","25"
2643_1150,"2020","25"
2643_1151,"2020","25"
2643_1152,"2020","25"
2643_1153,"2020","25"
2643_1154,"2020","25"
2643_1155,"2020","25"
2643_1156,"2021","25"
2643_1157,"2021","25"
2643_1158,"2021","25"
2643_1159,"2021","25"
2643_1160,"2021","25"
2643_1166,"2021","25"
2643_1167,"2021","25"
2643_1168,"2021","25"
2643_1169,"2022","25"
2643_1170,"2022","10"
2643_1171,"2021","10"
2643_1180,"2021","10"
2643_1181,"2021","10"
2643_1182,"2021","10"
2644_1095,"2020","25"
2644_1096,"2020","25"
2644_1097,"2020","25"
2644_1098,"2020","25"
2644_1099,"2020","25"
2644_1100,"2020","25"
2644_1101,"2020","25"
2644_1102,"2020","25"
2644_1103,"2020","25"
2644_1104,"2020","25"
2644_1105,"2020","25"
2644_1106,"2020","25"
2644_1107,"2020","25"
2644_1108,"2020","25"
2644_1109,"2020","25"
2644_1110,"2020","25"
2644_1111,"2020","25"
2644_1112,"2020","25"
2644_1113,"2020","25"
2644_1114,"2020","25"
2644_1115,"2020","25"
2644_1116,"2020","25"
2644_1117,"2020","25"
2644_1118,"2020","25"
2644_1119,"2020","25"
2644_1120,"2020","25"
2644_1121,"2020","25"
2644_1122,"2020","25"
2644_1123,"2020","25"
2644_1124,"2020","25"
2644_1134,"2020","25"
2644_1135,"2020","25"
2644_1136,"2020","25"
2644_1137,"2020","25"
2644_1139,"2020","25"
2644_1140,"2020","25"
2644_1141,"2020","25"
2644_1142,"2020","25"
2644_1143,"2020","25"
2644_1144,"2020","25"
2644_1145,"2020","25"
2644_1146,"2020","25"
2644_1147,"2020","25"
2644_1148,"2020","25"
2644_1149,"2020","25"
2644_1150,"2020","25"
2644_1151,"2020","25"
2644_1152,"2020","25"
2644_1153,"2020","25"
2644_1154,"2020","25"
2644_1155,"2020","25"
2644_1156,"2020","25"
2644_1157,"2021","25"
2644_1158,"2021","25"
2644_1159,"2021","25"
2644_1160,"2021","25"
2644_1167,"2021","25"
2644_1168,"2022","25"
2644_1169,"2022","25"
2644_1170,"2022","10"
2644_1181,"2021","10"
2644_1182,"2021","10"
2645_1098,"2020","25"
2645_1099,"2020","25"
2645_1100,"2020","25"
2645_1101,"2020","25"
2645_1102,"2020","25"
2645_1103,"2020","25"
2645_1104,"2020","25"
2645_1105,"2020","25"
2645_1106,"2020","25"
2645_1107,"2020","25"
2645_1108,"2020","25"
2645_1109,"2020","25"
2645_1110,"2020","25"
2645_1111,"2020","25"
2645_1112,"2020","25"
2645_1113,"2020","25"
2645_1114,"2020","25"
2645_1115,"2020","25"
2645_1116,"2020","25"
2645_1117,"2020","25"
2645_1118,"2020","25"
2645_1119,"2020","25"
2645_1120,"2020","25"
2645_1121,"2020","25"
2645_1122,"2020","25"
2645_1123,"2020","25"
2645_1124,"2020","25"
2645_1136,"2020","25"
2645_1137,"2020","25"
2645_1138,"2020","25"
2645_1139,"2020","25"
2645_1140,"2020","25"
2645_1141,"2020","25"
2645_1142,"2020","25"
2645_1143,"2020","25"
2645_1144,"2020","25"
2645_1145,"2020","25"
2645_1146,"2020","25"
2645_1147,"2020","25"
2645_1148,"2020","25"
2645_1149,"2020","25"
2645_1150,"2020","25"
2645_1151,"2020","25"
2645_1152,"2020","25"
2645_1153,"2020","25"
2645_1154,"2020","25"
2645_1155,"2020","25"
2645_1156,"2020","25"
2645_1157,"2021","25"
2645_1158,"2021","25"
2645_1159,"2021","25"
2645_1160,"2021","25"
2645_1161,"2021","25"
2645_1166,"2021","25"
2645_1167,"2021","25"
2645_1168,"2022","25"
2645_1169,"2022","25"
2645_1170,"2022","10"
2645_1171,"2021","10"
2645_1172,"2021","10"
2645_1181,"2021","10"
2645_1182,"2021","10"
2646_1099,"2020","25"
2646_1104,"2020","25"
2646_1105,"2020","25"
2646_1106,"2020","25"
2646_1107,"2020","25"
2646_1108,"2020","25"
2646_1109,"2020","25"
2646_1110,"2020","25"
2646_1111,"2020","25"
2646_1112,"2020","25"
2646_1113,"2020","25"
2646_1114,"2020","25"
2646_1115,"2020","25"
2646_1119,"2020","25"
2646_1120,"2020","25"
2646_1121,"2020","25"
2646_1122,"2020","25"
2646_1123,"2020","25"
2646_1124,"2020","25"
2646_1125,"2020","25"
2646_1137,"2020","25"
2646_1138,"2020","25"
2646_1139,"2020","25"
2646_1140,"2020","25"
2646_1141,"2020","25"
2646_1142,"2020","25"
2646_1143,"2020","25"
2646_1144,"2020","25"
2646_1145,"2020","25"
2646_1146,"2020","25"
2646_1147,"2020","25"
2646_1148,"2020","25"
2646_1149,"2020","25"
2646_1150,"2020","25"
2646_1151,"2020","25"
2646_1152,"2020","25"
2646_1153,"2020","25"
2646_1154,"2020","25"
2646_1155,"2020","25"
2646_1156,"2021","25"
2646_1157,"2021","25"
2646_1158,"2021","25"
2646_1159,"2021","25"
2646_1160,"2021","25"
2646_1161,"2021","25"
2646_1166,"2021","25"
2646_1167,"2021","25"
2646_1168,"2022","25"
2646_1169,"2022","25"
2646_1170,"2022","25"
2646_1171,"2022","10"
2646_1172,"2022","10"
2646_1173,"2021","10"
2646_1181,"2021","10"
2646_1182,"2021","10"
2647_1105,"2020","25"
2647_1106,"2020","25"
2647_1107,"2020","25"
2647_1108,"2020","25"
2647_1109,"2020","25"
2647_1110,"2020","25"
2647_1111,"2020","25"
2647_1112,"2020","25"
2647_1113,"2020","25"
2647_1114,"2020","25"
2647_1115,"2020","25"
2647_1117,"2020","25"
2647_1118,"2020","25"
2647_1119,"2020","25"
2647_1120,"2020","25"
2647_1121,"2020","25"
2647_1122,"2020","25"
2647_1123,"2020","25"
2647_1124,"2020","25"
2647_1125,"2020","25"
2647_1126,"2020","25"
2647_1128,"2020","25"
2647_1129,"2020","25"
2647_1130,"2020","25"
2647_1131,"2020","25"
2647_1137,"2020","25"
2647_1138,"2020","25"
2647_1139,"2020","25"
2647_1140,"2020","25"
2647_1141,"2020","25"
2647_1142,"2020","25"
2647_1143,"2020","25"
2647_1144,"2020","25"
2647_1145,"2020","25"
2647_1146,"2020","25"
2647_1147,"2020","25"
2647_1148,"2020","25"
2647_1149,"2020","25"
2647_1150,"2020","25"
2647_1151,"2020","25"
2647_1152,"2020","25"
2647_1153,"2020","25"
2647_1154,"2020","25"
2647_1155,"2020","25"
2647_1156,"2021","25"
2647_1157,"2021","25"
2647_1158,"2021","25"
2647_1159,"2021","25"
2647_1161,"2021","25"
2647_1162,"2021","25"
2647_1167,"2021","25"
2647_1168,"2022","25"
2647_1169,"2022","25"
2647_1170,"2022","25"
2647_1171,"2022","25"
2647_1172,"2022","25"
2647_1173,"2022","10"
2647_1181,"2021","10"
2647_1182,"2021","10"
2648_1105,"2020","25"
2648_1106,"2020","25"
2648_1107,"2020","25"
2648_1108,"2020","25"
2648_1109,"2020","25"
2648_1110,"2020","25"
2648_1111,"2020","25"
2648_1112,"2020","25"
2648_1114,"2020","25"
2648_1116,"2020","25"
2648_1117,"2020","25"
2648_1118,"2020","25"
2648_1119,"2020","25"
2648_1120,"2020","25"
2648_1121,"2020","25"
2648_1122,"2020","25"
2648_1123,"2020","25"
2648_1124,"2020","25"
2648_1125,"2020","25"
2648_1126,"2020","25"
2648_1127,"2020","25"
2648_1128,"2020","25"
2648_1129,"2020","25"
2648_1130,"2020","25"
2648_1131,"2020","25"
2648_1132,"2020","25"
2648_1137,"2020","25"
2648_1138,"2020","25"
2648_1139,"2020","25"
2648_1140,"2020","25"
2648_1141,"2020","25"
2648_1142,"2020","25"
2648_1143,"2020","25"
2648_1144,"2020","25"
2648_1145,"2020","25"
2648_1146,"2020","25"
2648_1147,"2020","25"
2648_1148,"2020","25"
2648_1149,"2020","25"
2648_1150,"2020","25"
2648_1151,"2020","25"
2648_1152,"2020","25"
2648_1153,"2020","25"
2648_1154,"2020","25"
2648_1155,"2020","25"
2648_1156,"2021","25"
2648_1157,"2021","25"
2648_1158,"2021","25"
2648_1159,"2021","25"
2648_1160,"2021","25"
2648_1161,"2021","25"
2648_1162,"2021","25"
2648_1163,"2021","25"
2648_1168,"2022","25"
2648_1169,"2022","25"
2648_1170,"2022","25"
2648_1171,"2022","25"
2648_1172,"2022","25"
2648_1173,"2022","10"
2648_1174,"2021","10"
2648_1181,"2021","10"
2648_1182,"2021","10"
2649_1106,"2020","25"
2649_1107,"2020","25"
2649_1108,"2020","25"
2649_1109,"2020","25"
2649_1110,"2020","25"
2649_1111,"2020","25"
2649_1112,"2020","25"
2649_1113,"2020","25"
2649_1116,"2020","25"
2649_1117,"2020","25"
2649_1118,"2020","25"
2649_1119,"2020","25"
2649_1120,"2020","25"
2649_1121,"2020","25"
2649_1122,"2020","25"
2649_1123,"2020","25"
2649_1124,"2020","25"
2649_1125,"2020","25"
2649_1126,"2020","25"
2649_1127,"2020","25"
2649_1128,"2020","25"
2649_1129,"2020","25"
2649_1130,"2020","25"
2649_1131,"2020","25"
2649_1132,"2020","25"
2649_1133,"2020","25"
2649_1137,"2020","25"
2649_1138,"2020","25"
2649_1139,"2020","25"
2649_1140,"2020","25"
2649_1141,"2020","25"
2649_1142,"2020","25"
2649_1143,"2020","25"
2649_1144,"2020","25"
2649_1145,"2020","25"
2649_1146,"2020","25"
2649_1147,"2020","25"
2649_1148,"2020","25"
2649_1149,"2020","25"
2649_1150,"2020","25"
2649_1151,"2020","25"
2649_1152,"2020","25"
2649_1153,"2020","25"
2649_1154,"2020","25"
2649_1155,"2020","25"
2649_1156,"2021","25"
2649_1157,"2021","25"
2649_1158,"2021","25"
2649_1159,"2021","25"
2649_1160,"2021","25"
2649_1161,"2021","25"
2649_1162,"2021","25"
2649_1163,"2021","25"
2649_1164,"2021","25"
2649_1165,"2021","25"
2649_1168,"2022","25"
2649_1169,"2022","25"
2649_1170,"2022","25"
2649_1171,"2022","25"
2649_1172,"2022","25"
2649_1173,"2022","10"
2649_1174,"2021","10"
2649_1181,"2021","10"
2649_1182,"2021","10"
2650_1106,"2020","25"
2650_1107,"2020","25"
2650_1108,"2020","25"
2650_1109,"2020","25"
2650_1110,"2020","25"
2650_1111,"2020","25"
2650_1112,"2020","25"
2650_1113,"2020","25"
2650_1116,"2020","25"
2650_1117,"2020","25"
2650_1118,"2020","25"
2650_1119,"2020","25"
2650_1120,"2020","25"
2650_1121,"2020","25"
2650_1122,"2020","25"
2650_1124,"2020","25"
2650_1125,"2020","25"
2650_1126,"2020","25"
2650_1127,"2020","25"
2650_1128,"2020","25"
2650_1129,"2020","25"
2650_1130,"2020","25"
2650_1131,"2020","25"
2650_1132,"2020","25"
2650_1133,"2020","25"
2650_1138,"2020","25"
2650_1139,"2020","25"
2650_1140,"2020","25"
2650_1141,"2020","25"
2650_1142,"2020","25"
2650_1143,"2020","25"
2650_1144,"2020","25"
2650_1145,"2020","25"
2650_1146,"2020","25"
2650_1147,"2020","25"
2650_1148,"2020","25"
2650_1149,"2020","25"
2650_1150,"2020","25"
2650_1151,"2020","25"
2650_1152,"2020","25"
2650_1153,"2020","25"
2650_1154,"2020","25"
2650_1155,"2021","25"
2650_1156,"2021","25"
2650_1157,"2021","25"
